author_name,sentiment,compound_score,positive_score,negative_score,neutral_score,likes,reply_count,comment_text
@ritawhite9926,Neutral,0.0,0.0,0.0,1.0,0,0,Who was pat
@starkissgalaxy3256,Positive,0.8555,0.42,0.0,0.58,0,0,I liked the woman with the orange hair. She seemed fun. She's probably a fun mama to have
@AGeneralO-o4x,Negative,-0.3612,0.0,0.185,0.815,0,0,"I fee drained after watching this episode, I need a bath and cold drinking water.................."
@Ladiesfirst321,Neutral,0.0,0.0,0.0,1.0,0,0,19:49 I can not with him 😂 “you know right there… that’s go tell it every time.”
@hubertebanks534,Positive,0.765,0.189,0.067,0.744,0,0,That dude who is his father's only son is a clown thats why he's going on alone. She is super nervous but she is 1000% right if a divorced person spouse is alive if she or he remarried they commit adultery....
@Marcia-n1d6v,Neutral,0.0,0.0,0.0,1.0,0,0,I too myself don't believe in divorce
@cjShinsato,Positive,0.8,0.642,0.0,0.358,0,0,"Arlette you look more fit, amazing!"
@landowilliams7903,Negative,-0.4871,0.116,0.139,0.746,0,0,Why does she want to know if their exwives are living?? Why is that important? Is she hoping the exwife for her person is not living?? What will she discover or achieve if the exwife is living or dead??? She is a strange one.
@benola5977,Neutral,0.0,0.0,0.0,1.0,1,0,That guy on the end needs a match… he comes across so balanced and unproblematic
@luv_nika,Positive,0.6369,0.375,0.0,0.625,0,0,this was the best episode in a loooonnng time
@NKelly-yc1wt,Neutral,0.0,0.0,0.0,1.0,1,0,They’re saying the 50 year old woman’s too old for them but they look older than her. These old looking heads are whack!!
@Janeseym,Negative,-0.0516,0.176,0.19,0.634,0,0,The first guy is annoying as heck and sounds like a clown
@mr.makavelifashion566,Negative,-0.5574,0.0,0.265,0.735,1,0,41:50 ngl she gave me pimp vibes 😂 Momma Dee type shit
@ThailandLiving-f1x,Neutral,0.0,0.0,0.0,1.0,0,0,"""you a realtor right? lets paint a house.."" HUH?"
@shauneedwards5909,Negative,-0.1779,0.0,0.63,0.37,0,0,52:02 Seriously 😒
@Savagemusikk,Neutral,0.0,0.0,0.0,1.0,1,0,Black leather suit you’re cook my guy
@360Blank,Neutral,0.0,0.0,0.0,1.0,0,0,They had to let first guy on the show for views. I can’t believe he didn’t have a script.
@jasminadrian4382,Positive,0.875,0.308,0.041,0.651,1,0,I smiled the entire time when the physician was out there. She’s amazing. Her intelligence is evident and she wasn’t even trying hard. It just flowed naturally.
@shauneedwards5909,Positive,0.2263,0.064,0.0,0.936,0,0,"41:33 Your husband needs to come out and send them home. Too old, too young. You mean to tell me none of these women aren’t worth getting to know?"
@Quammii,Positive,0.5389,0.278,0.072,0.65,1,0,I think it’s ok to not want to date someone who looks like your ex.
@hameedabdul-salaam9295,Neutral,0.0,0.0,0.0,1.0,0,0,Ayyyyyyyyyye 813
@charleswhitfield9248,Positive,0.3612,0.263,0.0,0.737,1,0,Dude in the leather outfit look like a thumb
@mrdanielleebrown,Positive,0.2732,0.16,0.0,0.84,0,0,"Bro, she's looking for someone who doesn't have a secret relationship with God."
@mikeukoshoots,Negative,-0.2023,0.205,0.265,0.53,0,0,This is an interesting line up.. in a bad way
@473sgpm2,Positive,0.807,0.283,0.0,0.717,1,0,Brandon is 40?! I’m 45  and He looks like he’s in his 50s dressing like he’s younger. Honestly I thought Marixa in her late 30s.
@mizfrenchtwist,Neutral,0.0,0.0,0.0,1.0,0,0,""" council41 and his fathers only son"" .............he keeps reiterating that phrase,   which makes me think that ,  there must have been some woman somewhere ,  outside of his parent's  marriage that , claimed his dad to be the father , of her male child ...................."
@stephanieedwards4089,Positive,0.3612,0.152,0.0,0.848,0,0,The sis that was speaking about the divorce and adultery.....it was like a puzzle to some.
@JoyBunni,Positive,0.765,0.417,0.0,0.583,0,0,Man please.  Number 1 prolly rawed someone that night.  The spirit of lust is strong in him.
@jaychune,Negative,-0.5747,0.0,0.344,0.656,0,0,This episode was so weird so many missed moments outlandish comments
@iamjoshdouglas,Neutral,0.0,0.0,0.0,1.0,0,0,Wanting to live abroad is a very very specific deal breaker to have...
@ClearThirty,Negative,-0.6597,0.0,0.227,0.773,1,0,Money is the root of all evil. If a woman is looking for money in a man RUN
@luckyyylibra9362,Negative,-0.4588,0.0,0.115,0.885,0,0,Leather pants really had the AUDACITY…he is not a catch in the looks and mentality department plus he sounds unintelligent when he speaks… boy BYE 😒
@benola5977,Positive,0.2598,0.054,0.0,0.946,0,0,1:38:10 what a woman! She could have said the height like everyone else said but her reason was genuine and different and you can see his reaction to this 🙂. A woman that knows how to speak to a man ❤
@94sexybri,Negative,-0.8272,0.0,0.355,0.645,0,0,This line up of men is TERRIBLE!!! The fact they are older & this immature is insane!!
@grindcrazy2450,Neutral,0.0,0.0,0.0,1.0,0,0,Bam is a 10/10 omg & personality is everything 😍🤤
@AllThingsInfamous1,Negative,-0.4019,0.0,0.351,0.649,2,0,The lady in green is annoying.
@db.30,Negative,-0.6408,0.0,0.414,0.586,2,0,The first man was a GROWN ASS GOOFY.
@lisagarcia-williams5490,Positive,0.4215,0.359,0.0,0.641,0,0,What a nice lineup of gentlemen 😅😅😅😅
@johnanoni,Neutral,0.0,0.0,0.0,1.0,1,0,Too many clowns in this line up
@thelightoftrinity,Positive,0.8932,0.451,0.0,0.549,0,0,"The energy with the last match was great, one of the best match on this show!"
@remarkablylegendary9952,Negative,-0.7658,0.0,0.192,0.808,0,0,"The first dude Councel, bro is lame  and its not funny my guy. Blackman to Black man heres piece of advice you dont have to be funny all the time, its coming off as immature."
@Goldan1,Negative,-0.3182,0.0,0.113,0.887,0,0,All those guys in the line up knew they wanted to pop on the first woman right away smh.
@siv2477,Neutral,0.0,0.0,0.0,1.0,0,0,If the line up age was 50+ it would have been more matches.
@jbloverrr2013,Positive,0.8579,0.346,0.0,0.654,1,0,Arlette is stunning in that color!!! She’s a woman that can pull of sooo many colors 😍😍 so beautiful
@pursuitofholiness7358,Neutral,0.0,0.0,0.0,1.0,0,0,The first couple of men had me thinking this was high school week or something. All.the posing and finger signs. Geezzzz
@landowilliams7903,Neutral,0.0,0.0,0.0,1.0,0,0,"Action man who tried answering the divorce question, literally told on himself when he said his ""wife"" is still living 😂"
@simplybeautiful23,Neutral,0.0,0.0,0.0,1.0,0,0,Huh
@Elycia-1345,Neutral,0.0,0.0,0.0,1.0,1,0,Arlette is so BEAUTIFUL!!!!!!!! Gon LETTE!!!
@clemondbrown,Positive,0.431,0.416,0.0,0.584,1,0,The comments never fail me.
@CoolUntil,Negative,-0.5423,0.0,0.412,0.588,2,0,These corny ass old unc 🤦🏾‍♂️
@ginac4606,Negative,-0.4404,0.0,0.195,0.805,4,0,"Even Arlette is tired of ""my father's only son"" statement. The eye roll...1:25:17 😂"
@virtuoso8642,Neutral,0.0,0.0,0.0,1.0,3,0,"I was about to skip this episode, but I just wanted to hear what they had to say."
@amareu3133,Neutral,0.0,0.0,0.0,1.0,2,0,Pink dress needs to do a lot more healing and mental health work before she goes out there dating. She's got a ton of issues she's expecting a man to adapt to enduring rather than doing the work to heal.
@mrs6shuler,Negative,-0.4019,0.0,0.197,0.803,2,0,Council kept saying he was his father’s only son was annoying AF
@dawandaramey1985,Negative,-0.4494,0.0,0.329,0.671,2,0,First guy GROW UP YOU NOT FUNNY
@TheeChemist_,Neutral,0.0,0.0,0.0,1.0,1,0,Not she said the lip
@dorothyjones6220,Positive,0.8689,0.583,0.0,0.417,1,0,Merry Christmas and Happy Holidays to ' Arlette and your husband
@Cubbitalilly,Positive,0.8035,0.255,0.0,0.745,2,0,"That guy saying the lady in green looks more than 41, like Dude, when you said 40, I was like, ""huh?"" You definitely look older than that lady."
@nubianqt37,Positive,0.5423,0.138,0.049,0.813,1,0,Pleather outfit with his wack Jeri curl has some nerves to try to clown that beautiful lady in the green looking the way he look
@moca337,Positive,0.7845,0.279,0.081,0.64,1,0,That woman in all black is great. She took immediate accountability for making a mistake. Love that for her and she look gooht 😂
@mercedesBrathwaite,Positive,0.5859,0.559,0.0,0.441,0,0,Arlette is looking amazing 😊
@Fifthelement203,Neutral,-0.032,0.135,0.189,0.676,2,0,Any chick tryna move to Miami is a red flag. She does NOT want a husband trust me lol.
@mrhomewashingllc1152,Negative,-0.6808,0.0,0.337,0.663,1,0,I have no idea how the first woman left with no match.  These dudes missed out 🤦🤦
@Maxridah34,Positive,0.3612,0.294,0.0,0.706,0,0,Black Fonzie look like a freshly hatched buzzard
@Fluffy44-c7u,Positive,0.2714,0.192,0.124,0.684,3,0,I'm my father's only son! That is stuck in my mind lol 😆😆😆😆🤣🤣
@simplybeautiful23,Neutral,0.0,0.0,0.0,1.0,1,0,Pink dress ain't rightttt...
@myrajohnson9154,Negative,-0.2732,0.095,0.097,0.808,0,0,The one guy who called green dress “not fit” seems like someone broke his heart and he hasn't healed. The lady nailed it when she told him his answer about discipline was filled with negativity. His idea of discipline was “saying no.” I get the feeling someone took him for granted and used him in a past relationship.
@BerlieLouis-uq5ws,Negative,-0.2732,0.0,0.231,0.769,0,0,Pink dress talk to much that was nervous
@kevinstafford7775,Negative,-0.4019,0.0,0.278,0.722,1,0,In this episode the men were the problem.
@kristofergill8972,Positive,0.6908,0.487,0.0,0.513,0,0,Arlette looking smaller... Nice. I hope its not ozempic
@jaejae444,Positive,0.7674,0.262,0.118,0.62,2,0,sorry but how do u NOT want a man who takes care of step-kids from a past relationship but u foster kids n want to adopt?? plz make it makes sense! 🥲
@itslexitracy,Positive,0.6151,0.279,0.0,0.721,0,0,4th guy with the black shirt and tan pants kinda look like Keith sweat lol
@omarmohamed1787,Negative,-0.1779,0.0,0.254,0.746,0,0,The last lady's booty looked weird
@debytesbob1329,Positive,0.5911,0.142,0.048,0.81,0,0,"The second lady am not sure what she came here for.  She had too many things she wants from a man and that kind of man is not here. We are ""physical attraction and connections"" here lol"
@marymccoy7035,Negative,-0.8885,0.0,0.396,0.604,1,0,45:50 negative Nancy? Don’t pmo. She’s literally said nothing overtly negative. That guy is on an ego trip. Gross
@chimabobo,Positive,0.6289,0.208,0.064,0.728,0,0,The Girl on Green. Stay Authentic till your last day here on earth. Your difference will always be your critical life factor. I pray Holy Spirit continues to HELP You. 🕊️
@rasheedakins2277,Positive,0.0772,0.098,0.0,0.902,1,0,My man...you are 53 years old.....you need to broaden your cup of teas
@phenom_recovery1718,Positive,0.7096,0.457,0.0,0.543,1,0,Just the physical attraction buh you look good anyways
@ceceelle8599,Positive,0.4356,0.12,0.0,0.88,2,0,"Arlette - What is up with the line up?!?!? Maybe two or three seemed like genuine men, but the rest were “hell no”. 🤣"
@TheeJasmine.B,Positive,0.7995,0.274,0.0,0.726,0,0,19:53 he really said that?! Lmao hes definitely on the spectrum.  His unfit behind did not have to say all that
@shauneedwards5909,Positive,0.3348,0.112,0.093,0.795,0,0,"41:28 What in the world is going on. Made me go to my phone! Everyone is accomplished as far as self sufficiency as such, but you guys have turned down three beautiful, self sufficient, and emotionally articulate women. And leather suit why is your face turned down? You tried to cut contestant 2 down! Shame on you! But what is going on. Geez 🙄"
@caramelkimmiekim8272,Neutral,0.0302,0.077,0.071,0.852,0,0,1:27:14 dude a straight 🤡 he wants her come to visit him but don't want to travel 🧳 to visit her
@freddiebtv,Positive,0.6367,0.155,0.093,0.752,2,0,"Green dress said ""Without blaming your ex..."" Then proceeded to blame her ex when she answered her own question.

Seems like she was hurt BADLY, did the work BUT the work isn't done but she has made progress. Kinda like driving from NYC to LA and she's only made it to New Mexico.. Still have a ways to go"
@itslexitracy,Positive,0.3182,0.187,0.0,0.813,0,0,The unicorn 🦄 lady was cool af. I’d hang out with her.
@tmmartinesq.6216,Neutral,0.0,0.0,0.0,1.0,0,0,"The final female guest reminds me of Dascha Polanco, the Dominican actress."
@jacuzzikay1,Negative,-0.471,0.0,0.235,0.765,0,0,Oh god!!!! Pink dress was confusing ASF!!! I had to fast forward
@nerdfitness5435,Negative,-0.5423,0.0,0.143,0.857,1,0,This Guy in the leather suit knew he wasn't about to get picked by lady in the pink so he beat her to the punch. What a weird insecure do
@Kathy_chatty,Positive,0.7964,0.119,0.077,0.804,2,0,"It may help the overall flow if balloon popping is done immediately after the introduction concludes—with no pause, no beat, and no overlap during the speaker’s delivery. When popping happens mid-introduction, it can visibly distract both the speaker and the audience.

A clear example of this can be seen around 42:03, where the interruption shifts focus away from the introduction itself. Popping right after the intro would preserve momentum, maintain respect for the speaker, and keep the energy clean and intentional.

Just a small timing adjustment that could make a noticeable difference in presentation and viewer experience. Example of how it should be done was demonstrated at 51:24. 

😅Finally said it😂 love you Arlette and BM and everyone that makes this show possible. I literally do not watch anything longer than this show."
@exclusivelyeda8343,Positive,0.6289,0.341,0.0,0.659,0,0,“I aint even said nothing yet 😁😬” KILLED ME😭😭😭😭
@playthatagainbruh394,Negative,-0.5106,0.0,0.32,0.68,2,0,35:00 shes a clown. Dumb reason to pop really
@landowilliams7903,Positive,0.9578,0.599,0.0,0.401,0,0,I love that Physician. She is the humblest sweetheart of a woman. Lover her spirit and she is beautiful.
@heyemjae,Positive,0.4404,0.244,0.0,0.756,0,0,Arlette lookin skinty . Looking good  sis . Body is tea 🍵 🤌🏾🤌🏾
@carver9312,Negative,-0.3612,0.0,0.091,0.909,0,0,"They need to interview these people, especially the men before bringing them to the show. Im a guy and i feel embarrassed every time i see a men line up."
@Desperr1,Positive,0.1298,0.334,0.0,0.666,0,0,Terry was kinda fine
@LoveMyFeels,Negative,-0.3818,0.198,0.269,0.533,1,0,I'm sorry mam I wish you all the best but holy shit I understood uncle Joe better... 1:16:00
@Thewindsofwar954,Positive,0.516,0.625,0.0,0.375,1,0,Arlette STUNNING BRUH
@JazzyCurls-q2o,Neutral,0.0,0.0,0.0,1.0,0,0,I always look at who I wouldn't pop on and there are 3 guys on there 🎉
@myrajohnson9154,Positive,0.7841,0.434,0.0,0.566,0,0,I'm so happy with the physician’s match. I hope they work out
@deja7644,Neutral,0.0,0.0,0.0,1.0,3,0,“i don’t have a waist trainer on & my eyebrows are not drawn on” 👌🏾🫖🔥🔥🔥
@ClearThirty,Positive,0.3182,0.247,0.0,0.753,1,0,Pray for that windowed woman. Something ain’t right.
@dereck4187,Negative,-0.34,0.0,0.324,0.676,0,0,The widow woman it felt tense
@nigelbromfield6030,Neutral,0.0,0.0,0.0,1.0,0,0,2nd girl is a chameleon
@myrajohnson9154,Neutral,0.0,0.0,0.0,1.0,2,0,I knew green dress wouldn't match with anyone. Whenever someone has a long and detailed list of wants and deal breakers they tend to slowly eliminate everyone.
